,Masked_sentences,Labels
11370,"I said good-bye to Mother and the cove where I had lived since I was born, and the dear old Admiral Benbow — since he was repainted, no longer [MASK] so dear.",quite
11371,"One of my last thoughts was of the captain, who had so often strode along the beach with his [MASK] hat, his sabre-cut cheek, and his old brass telescope.",cocked
11372,Next [MASK] we had turned the corner and my home was out of sight.,moment
11373,The mail picked [MASK] up about dusk at the Royal George on the heath.,us
11374,"I was wedged in between Redruth and a stout old gentleman, and in spite of the swift motion and the cold night air, I must have dozed a great deal from the very first, and then slept like a log up hill and down dale through stage after stage, for when I was awakened at last it was by a punch in the ribs, and I opened my eyes to find that we were standing still before a large building in a city [MASK] and that the day had already broken a long time.",street
11375,Treasure Island Robert [MASK] Stevenson Page 30/142“Where are we?” I asked.,Louis
11376,"“Bristol,” [MASK] Tom.",said
11377,“Get down.” Mr. Trelawney had taken up his residence at an inn far down the docks to superintend the work upon [MASK] schooner.,the
11378,"Thither we had now to walk, and [MASK] way, to my great delight, lay along the quays and beside the great multitude of ships of all sizes and rigs and nations.",our
11379,"In one, sailors were singing at their work, in another there were men aloft, high [MASK] my head, hanging to threads that seemed no thicker than a spider’s.",over
11380,"Though I had lived by the [MASK] all my life, I seemed never to have been near the sea till then.",shore
11381,The smell of tar and [MASK] was something new.,salt
11382,"I saw the most wonderful figureheads, that had all been far over the [MASK]",ocean.
11383,"I saw, besides, many old sailors, with rings in their ears, and whiskers curled in ringlets, and tarry pigtails, and their swaggering, clumsy seawalk; and if I had seen as [MASK] kings or archbishops I could not have been more delighted.",many
11384,"And I was [MASK] to sea myself, to sea in a schooner, with a piping boatswain and pigtailed singing seamen, to sea, bound for an unknown island, and to seek for buried treasure!",going
11385,"While I was still in this delightful dream, we came suddenly in front of a large inn and met Squire Trelawney, all dressed out [MASK] a sea-officer, in stout blue cloth, coming out of the door with a smile on his face and a capital imitation of a sailor’s walk.",like
11386,"“Here you are,” he cried, “and the doctor came last night from [MASK]",London.
11387,[MASK],Bravo!
11388,"The ship’s company complete!” [MASK] sir,” cried I, “when do we sail?” “Sail!” says he.","“Oh,"
11389,"“We sail tomorrow!” Chapter VIII At the Sign of the 'Spy-Glass' When I [MASK] done breakfasting the squire gave me a note addressed to John Silver, at the sign of the Spy-glass, and told me I should easily find the place by following the line of the docks and keeping a bright lookout for a little tavern with a large brass telescope for sign.",had
11390,"I set off, overjoyed at this opportunity to see some more of the ships and seamen, and picked my way among a great crowd of people and carts and bales, for the dock was now [MASK] its busiest, until I found the tavern in question.",at
11391,It was a bright enough [MASK] place of entertainment.,little
11392,The sign was newly painted; the windows had neat red curtains; the [MASK] was cleanly sanded.,floor
11393,"There was a street on each side [MASK] an open door on both, which made the large, low room pretty clear to see in, in spite of clouds of tobacco smoke.",and
11394,"The customers were mostly seafaring men, [MASK] they talked so loudly that I hung at the door, almost afraid to enter.",and
11395,"Treasure Island Robert Louis Stevenson Page 31/142As I was waiting, a man came out of a side room, and at a glance I was sure he must [MASK] Long John.",be
11396,"His left leg was cut off close by the hip, and under the left shoulder he carried a [MASK] which he managed with wonderful dexterity, hopping about upon it like a bird.","crutch,"
11397,"He was very tall and strong, with a face as big as a ham — plain and pale, but [MASK] and smiling.",intelligent
11398,"Indeed, he seemed in the most cheerful spirits, whistling as he moved about among the tables, with a merry word [MASK] a slap on the shoulder for the more favoured of his guests.",or
11399,"Now, to tell you the truth, from the very first mention of Long John in Squire [MASK] letter I had taken a fear in my mind that he might prove to be the very onelegged sailor whom I had watched for so long at the old Benbow.",Trelawney’s
11400,But one look at the man [MASK] me was enough.,before
11401,"I had seen the captain, [MASK] Black Dog, and the blind man, Pew, and I thought I knew what a buccaneer was like — a very different creature, according to me, from this clean and pleasant-tempered landlord.",and
11402,"I plucked up courage at once, crossed the threshold, and walked right up to the man where he stood, propped on [MASK] crutch, talking to a customer.",his
11403,[MASK],“Mr.
11404,"Silver, sir?” I asked, holding out the [MASK]",note.
11405,"“Yes, my lad,” said he; “such is my name, to [MASK] sure.",be
11406,"And who may you be?” And then as he saw the [MASK] letter, he seemed to me to give something almost like a start.",squire’s
11407,"“Oh!” said he, [MASK] loud, and offering his hand.",quite
11408,[MASK] see.,“I
11409,You are our new cabin-boy; pleased I am to see you.” And he took my hand in his large firm [MASK],grasp.
11410,Just then one of the customers at the far side rose suddenly and made [MASK] the door.,for
11411,"[MASK] was close by him, and he was out in the street in a moment.",It
11412,"But his hurry had attracted my notice, [MASK] I recognized him at glance.",and
11413,"It was the tallow-faced man, wanting two fingers, who had come first [MASK] the Admiral Benbow.",to
11414,"German “Oh,” I [MASK] “stop him!","cried,"
11415,"It’s [MASK] Dog!” “I don’t care two coppers who he is,” cried Silver.",Black
11416,“But he hasn’t [MASK] his score.,paid
11417,"Harry, [MASK] and catch him.” One of the others who was nearest the door leaped up and started in pursuit.",run
11418,"“If he were Admiral Hawke he shall pay his score,” cried Silver; [MASK] then, relinquishing my hand, “Who did you say he was?” he asked.",and
11419,"“Black [MASK] “Dog, sir,” said I.",what?”
11420,Has [MASK] Trelawney not told you of the buccaneers?,Mr.
11421,He was [MASK] of them.” Treasure Island Robert Louis Stevenson Page 32/142“So?” cried Silver.,one
11422,[MASK] my house!,“In
11423,"Ben, run and help [MASK]",Harry.
11424,"One of [MASK] swabs, was he?",those
11425,"Was that you [MASK] with him, Morgan?",drinking
11426,"Step up here.” The man whom he called Morgan — an old, grey-haired, mahogany-faced sailor — came forward pretty sheepishly, rolling [MASK] quid.",his
11427,"“Now, Morgan,” said Long John very sternly, “you never [MASK] your eyes on that Black — Black Dog before, did you, now?” “Not I, sir,” said Morgan with a salute.",clapped
11428,"“You didn’t know his name, did you?” “No, sir.” “By the powers, Tom Morgan, it’s as [MASK] for you!” exclaimed the landlord.",good
11429,"“If you had been mixed up with [MASK] like of that, you would never have put another foot in my house, you may lay to that.",the
11430,"And what was he saying to you?” “I don’t rightly [MASK] sir,” answered Morgan.","know,"
11431,"“Do you call that a head on your shoulders, [MASK] a blessed dead-eye?” cried Long John.",or
11432,"“Don’t rightly know, [MASK] you!",don’t
11433,"Perhaps you don’t happen [MASK] rightly know who you was speaking to, perhaps?",to
11434,"Come, now, what was he jawing — v’yages, cap’ns, [MASK]",ships?
